hour,Rhr,Rsum,Ihrrain,ET0,ET,WB,SWC,DELTA,F,f,Q,InF,PERC,Loss,PerLoss,wLostHr,wLostDay,iLostHr,iLostDay,Ihr
14,0.0,0.0,0.0,0.031,0.0279,0.0,0.9276000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.009,0.0081,0.0,0.9195000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.006,0.0054,0.0,0.9141000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.008,0.007200000000000001,0.0,0.9069000000000002,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.004,0.0036000000000000003,0.0,0.9033000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.001,9.000000000000001E-4,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.5265199999999999,0.0,0.3097176470588235,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.9024000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.002,0.0018000000000000002,0.0,0.9006000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.011,0.009899999999999999,0.0,0.8907,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.03,0.027,0.0,0.8637,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.045,0.0405,0.0,0.8232,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.059,0.0531,0.0,0.7701,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.066,0.0594,0.0,0.7107,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.033,0.0297,0.0,0.681,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.034,0.030600000000000002,0.0,0.6504000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.021,0.0189,0.0,0.6315000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.03,0.03,0.0,0.004,0.0036000000000000003,0.03,0.6579,0.3271259842519685,3.5712354020048718,2.1892852003554637,0.0,0.03,0.0,0.03,Infinity,0.0,0.0,0.0,0.0,0.0
16,0.05,0.08,0.0,0.002,0.0018000000000000002,0.05,0.7061000000000001,0.3236614173228346,3.556561278672029,2.1821302906947024,0.0,0.05,0.0,0.05,Infinity,0.0,0.0,0.0,0.0,0.0
17,0.0,0.08,0.0,0.002,0.0018000000000000002,0.0,0.7043,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.08,0.0,0.001,9.000000000000001E-4,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.08,0.0,0.0,0.0,0.0,0.7034,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.08,0.0,0.002,0.0018000000000000002,0.0,0.7016,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.08,0.0,0.008,0.007200000000000001,0.0,0.6944,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.08,0.0,0.017,0.015300000000000001,0.0,0.6791,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.08,0.0,0.038,0.0342,0.0,0.6449,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.08,0.0,0.041,0.0369,0.0,0.608,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.02,0.1,0.0,0.05,0.045000000000000005,0.02,0.583,0.3302099737532808,3.584233966483736,2.195624496356028,0.0,0.02,0.0,0.02,Infinity,0.0,0.0,0.0,0.0,0.0
12,0.0,0.1,0.0,0.052,0.0468,0.0,0.5362,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.1,0.0,0.056,0.0504,0.0,0.4858,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.1,0.0,0.065,0.0585,0.0,0.4273,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.21,0.28,0.0,0.011,0.009899999999999999,0.21,0.6274,0.3539238845144357,3.6822687080207257,2.2434750672642614,0.0,0.21,0.0,0.21,Infinity,0.0,0.0,0.0,0.0,0.0
16,0.5,0.73,0.0,0.006,0.0054,0.5,1.1219999999999999,0.32766404199475063,3.5735075267575125,2.1903932053118726,0.0,0.5,0.0,0.5,Infinity,0.0,0.0,0.0,0.0,0.0
17,0.0,0.73,0.0,0.012,0.0108,0.0,1.1112,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.73,0.0,0.003,0.0027,0.0,1.1085,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.73,0.0,0.001,9.000000000000001E-4,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.73,0.0,0.0,0.0,0.0,1.1076000000000001,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.73,1.7,0.0,0.0,1.7,1.2192,0.26464566929133854,3.2936922265443616,2.054263201947855,0.0,1.7,1.5883999999999998,1.5883999999999998,0.9343529411764705,1.5883999999999998,0.0,0.9343529411764705,0.0,1.7
3,0.0,0.73,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.73,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.73,0.0,0.0,0.0,0.0,1.2192,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.73,0.0,0.002,0.0018000000000000002,0.0,1.2174,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.73,0.0,0.011,0.009899999999999999,0.0,1.2075,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.73,0.0,0.031,0.0279,0.0,1.1796,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.73,0.0,0.047,0.042300000000000004,0.0,1.1373,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.73,0.0,0.059,0.0531,0.0,1.0842,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.71,0.0,0.069,0.06210000000000001,0.0,1.0221,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.71,0.0,0.073,0.0657,0.0,0.9564,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.71,0.0,0.07,0.06300000000000001,0.0,0.8934,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.71,0.0,0.06,0.054,0.0,0.8393999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.5,0.0,0.049,0.0441,0.0,0.7952999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.044,0.039599999999999996,0.0,0.7556999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.027,0.0243,0.0,0.7313999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.009,0.0081,0.0,0.7232999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.002,0.0018000000000000002,0.0,0.7214999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.001,9.000000000000001E-4,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,1.5883999999999998,0.0,0.9343529411764705,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.002,0.0018000000000000002,0.0,0.7187999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.011,0.009899999999999999,0.0,0.7088999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.032,0.028800000000000003,0.0,0.6800999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.047,0.042300000000000004,0.0,0.6377999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.062,0.0558,0.0,0.5819999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.063,0.0567,0.0,0.5252999999999999,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.068,0.061200000000000004,0.0,0.46409999999999985,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.068,0.061200000000000004,0.0,0.4028999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.067,0.060300000000000006,0.0,0.3425999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.051,0.045899999999999996,0.0,0.2966999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.045,0.0405,0.0,0.2561999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.026,0.0234,0.0,0.2327999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.011,0.009899999999999999,0.0,0.22289999999999982,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.003,0.0027,0.0,0.2201999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.001,9.000000000000001E-4,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2192999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.07,0.07,0.0,0.0,0.0,0.07,0.2892999999999998,0.38122047244094487,3.7912217016925642,2.2967320583425823,0.0,0.07,0.0,0.07,Infinity,0.0,0.0,0.0,0.0,0.0
4,0.0,0.07,0.0,0.0,0.0,0.0,0.2892999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.07,0.0,0.0,0.0,0.0,0.2892999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.07,0.0,0.003,0.0027,0.0,0.2865999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.07,0.0,0.014,0.0126,0.0,0.2739999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.07,0.0,0.033,0.0297,0.0,0.2442999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.07,0.0,0.044,0.039599999999999996,0.0,0.2046999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.07,0.0,0.061,0.0549,0.0,0.1497999999999998,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.07,0.0,0.069,0.06210000000000001,0.0,0.08769999999999978,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.07,0.0,0.074,0.06659999999999999,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.07,0.0,0.072,0.0648,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.07,0.0,0.063,0.0567,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.07,0.0,0.058,0.0522,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.07,0.0,0.032,0.028800000000000003,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
17,0.0,0.07,0.0,0.016,0.014400000000000001,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
18,0.0,0.07,0.0,0.007,0.0063,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
19,0.0,0.07,0.0,0.001,9.000000000000001E-4,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
20,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
21,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
22,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
23,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
0,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
1,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
2,0.0,0.07,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.001,9.000000000000001E-4,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.002,0.0018000000000000002,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.011,0.009899999999999999,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.026,0.0234,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.037,0.033299999999999996,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.039,0.0351,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.071,0.0639,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.061,0.0549,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.055,0.0495,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.056,0.0504,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.05,0.045000000000000005,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.029,0.0261,0.0,0.045720000000000004,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0
